tweet_id,safe_text,label,agreement
YLH29ESJ,user busted thats immunity whats needed truth,0.0,1.0
ZG9EY9G8,theyre heeeere dc confirms case measles,0.0,0.6666666666666666
CTH8D2JT,getting flu wooping cough vaccine tomorrow surreal baby girl arms soon soon anyones guess love,1.0,1.0
KM1EQ1SK,user user whats response vaccinations since aca passed,0.0,1.0
UL03AOL4,user five babies chicago daycare may measles details public health officials coming 5,0.0,1.0
4X3VQ53B,vaccinations hope get measles,1.0,1.0
657QS260,measles outbreak vaccinate vaccinate,0.0,1.0
LBIIM2BD,wheres user user vaccinate kids two minutes,1.0,0.6666666666666666
CI0H0TUW,apple wanted change world user would allow new cool apple stuff vaccinated childhood disease,1.0,0.6666666666666666
6HCHS4CK,user user understand havent try repeat mmr dt told antihist would used next time,0.0,1.0
PMW2MBG4,two new cases measles hit city two new cases measles reported city raising total,0.0,1.0
AAWFSK70,user user user user user user user user user user ff,0.0,1.0
JOJIRZO6,measles spreading antivaccine movement cause,1.0,1.0
X0MIY3R7,antivaccine movement giving diseases 2nd life via user,1.0,0.6666666666666666
L6J2IFN4,sick childs father seeks vaccination requirement california via user,1.0,1.0
ZR9A08QH,right new vaccines came cases kids autism rose vaccinations rose actual correlation ppl r dum lol,1.0,0.6666666666666666
86YWAKSI,health mother whose son died flu complications urges others get vaccinated stephanie stahlphiladelphia,1.0,1.0
89P2DKCA,arizona monitoring hundreds measles linked disneyland,0.0,1.0
2ZZCHGZG,several disneyland employees diagnosed measles happiest place earth got bit sadder,0.0,0.6666666666666666
VFISGEWL,user current 80 cases attributable travel countries w measles measles longer endemic usa,0.0,1.0
T4VPKAV4,hb822 new casualty insurance providing health insurance coverage immunizations administered ph,0.0,0.6666666666666666
JRE0LQNG,ya trop de pubs trop de marques c devenu chiant qd mmr,0.0,1.0
2GDISYG8,user harry reid spews nothing hatred amp lies immunity senate floor shameful coward tcot patriotism,0.0,1.0
HD8D4JOD,user user son autism born allergies food needs learn vaccines glyphosate interact,-1.0,0.6666666666666666
TNFHGGWW,youre gonna vaccinate kids dont pissy one wants near stupid ass people,1.0,1.0
VQU7G7GQ,people think vaccines give children autism stupid gullible feel bad future kids,1.0,1.0
G41KC2SD,vaccinate damn kids hell jenny mccarthy,1.0,1.0
2XLTND4M,vaccine pneumonia meningitis routinely given babies exceeds expectations,1.0,1.0
405KYAFH,user cont immigrants caused measles outbreak,0.0,1.0
ORYVRKVQ,autism link vaccines,-1.0,1.0
U5SB6XM7,2 discons straight mmr,0.0,1.0
G50KDYYR,user im hoping someone injects botulism forehead tells us harmful vaccinations oscars2015,1.0,0.6666666666666666
9X97LSYX,amn department health reminds pennsylvanians importance finding vaccine hiv harrisburg,1.0,0.6666666666666666
3RC3UM24,chicken pox kids vaccinated nasty itchy spots small scars little beauty,1.0,0.6666666666666666
Y1X239EZ,user strong babies immunized,1.0,0.6666666666666666
XZ2XCORX,studioflow maryland nevernotworking mmr bboyent teamfreepour humblebeginnings lanham,0.0,1.0
1LO0E2X3,vaccinated 125 people tdap 100 people flu dragoncon vaccine clinic together saving world diseases,1.0,1.0
Y94ZTSWM,hv many brain cells yr body yr brain weirdecience immunity class w teri mosey ideapti fitfluential fitsocial,0.0,1.0
AA26GWDP,user offers free vaccines kindergarten amp 7th grade students sat 11am 3pm 4 local high schools user,1.0,0.6666666666666666
AE8X6Z1D,people dont immunize children put children risk dumbest people world lawandordersvu user,1.0,1.0
KAHIDPB5,user user user user user breastfeed long ucan amp vaccinate kids dead diseases arent really dead,1.0,1.0
588KW8QS,im naturally immune next level styleuser user atychiphobia fear failure vaccinated child,-1.0,0.6666666666666666
1RM41J45,user im confused vaccineswork vaccinated child infected unvaccinated child,0.0,0.6666666666666666
OR5UEQCX,user measles vaccination campaigns boost coverage save lives,1.0,1.0
ACW4PL1E,dumb shit dont vaccinate kids,1.0,1.0
RPKLJ8TA,italian court rules mercury aluminum vaccines cause autism us media continues total blackout medical truth,-1.0,0.6666666666666666
PJWC8DQ7,user georgia confirms first measles case since 2012 infant outside country nopeee,1.0,1.0
MG2MWKSR,health officials say late flu vaccine detroit wwj official start winter still days,1.0,1.0
LCYLFN0X,taking baby girl get vaccinated south branch pet amp bird clinic,1.0,1.0
0OKMOOLP,measles contamination warning east bay library visitors health officials warning possible threat,0.0,1.0
H0EXONVQ,health officials recommend certain people stay away disneyland measles outbreak continues,0.0,1.0
JOPDR3YV,day 11 390000 times day child receives measles vaccination red cross partners,0.0,0.6666666666666666
IH45M0NU,tarrant county obtains 1000 flu vaccines tarrant county public health said tuesday distributing,0.0,0.6666666666666666
B1HZG7MU,user laminated menus ketchup stains uptodate vaccines yes totally safe,1.0,1.0
5HOY9TVL,went health center told needed one vaccine ended getting 3 shots trust issues,-1.0,0.3333333333333333
ZYGR4488,congressman measles outbreak may caused illegal aliens claimed ignorant truth,0.0,1.0
R1NM4Q4S,user user thats husband chosen vaccinate kids,-1.0,1.0
3HZ8879T,average people complain live longer releasing tension increases immunity boosts health user,0.0,1.0
O2DH4LSF,bills banning vaccine exemptions fail northwest legislative efforts put pressure parents get,0.0,1.0
AABZOQJP,still oppose vaccine user measles outbreak epidemic isnt near already pakistan,1.0,0.6666666666666666
JJCMATN7,measles vaccination clinics announced palatine health officials set two vaccination clinics people,1.0,0.6666666666666666
O8B914DK,rt user call vaccines came mark revealed son unvaccinated child abuse yes without doubt,1.0,1.0
G901E5A0,user godamn mmr,0.0,1.0
TZZ69V62,user folks age mumps prior vaccination introduction probably great risk advantage age 22,0.0,1.0
IYZVEQD4,couldnt get schedule cause im missing vaccine schools already pissing,0.0,1.0
YVWT48IG,vaccinated children fact immune afraid unvaccinated,-1.0,0.6666666666666666
314AHKOF,user user user vaccinatedrightdont get wrongi know smallof children affected,1.0,0.6666666666666666
RW7Z13E9,hello user people age group survived measles mumps chickenpox,0.0,1.0
TRIA42TR,sun ra measles,0.0,1.0
2ZKZKPAV,user children avoid getting forced vaccinated schools declaring religious beliefs yearly,-1.0,1.0
886QAC8F,az confirms 8 additional cases measles additional community exposures identified,0.0,1.0
44ISVVWW,user 1 5 children wo lifesaving vaccines pls change amp put immunizationfirst user summit agenda,1.0,1.0
PUZ9U1M6,know truth connection vaccines autism hint science knows via user,0.0,1.0
O7YGH609,user read stats measles vaccinations 1948 baseline alarming guess things change kids,1.0,1.0
4XKLST95,outbreaks measles tuberculosis us two diseases pretty much eliminated obama,0.0,0.6666666666666666
B4Y4ECG7,work art next work art beautiful ritamonroe ladies gentlemen smoknfaces mmr,0.0,1.0
RTNSFG8W,someone link video pediatrician giving baby vaccines singing havent seen 100 times yet thanks,0.0,1.0
0AKN4MI1,commercialization officer vaccine pharmaceutical delivery technologies seattle united states user jobs,0.0,1.0
VRLTLH3P,user average people complain live longer releasing tension increases immunity boosts healththat us bs,0.0,1.0
N62TN2AV,bob iger says measles impact attendance disneyland yearoveryear quarter trending higher attendance dis,0.0,1.0
ARC7E39K,user heyy please follow user beadles measles,0.0,1.0
DF906D9E,user user told mom immunization consent forms scary said diseases r lot scarierampshe saw kids die,1.0,0.6666666666666666
5K6RMU58,much would cost govt admit vaccines play part autism,-1.0,1.0
MDAQWW3A,life 5 builds restores core intestinal health enhance intestinal health sustain energy improve immunity,0.0,1.0
ACKJ9GO7,tbt 25023 12 yr old daughters colon pathology report user cdcwhistleblower mmr breakabillion truth,-1.0,0.6666666666666666
9O3AV85A,user live everything need know vaccines every day sons struggle overcome vaccine injury ongoing,-1.0,0.6666666666666666
4H4KQT3W,people vaccinating kids ridiculous,1.0,1.0
X1HSXDVN,us track measles decade cases 4 states linked africa europe asia,0.0,1.0
Y4I5PPRP,cut federal immunization programs despite negative propaganda measles break via user,0.0,0.6666666666666666
4OIDGN9D,worse connected group antivacciners marijuana isnt harmful smokers 911 truthers american military loathers,0.0,0.6666666666666666
6T5P75R6,user measles celebrating end wonderful az experiment hopefully next time eradicated,1.0,1.0
FJNYYT6H,user ridiculous even let kids school dont want exposing kid vaccinated kids arent,1.0,0.6666666666666666
84L4QBOL,dead lil pound cake doll injecting little girls hpv vaccine snl,-1.0,0.3333333333333333
2EP6N4RD,user user got vaccine kid may may still effective probably look,1.0,0.6666666666666666
K1P5YI7I,vaccinate damn children even thing,1.0,1.0
L86E8R1S,user cdcwhistleblower autism vaccines 1 vaccines cause autism,1.0,0.6666666666666666
LU9IMM1G,measles az glad im going superbowl user user supercontagious,0.0,1.0
0UEXAYC5,user go herbert lehman high school tomorrow get vaccine good luck,1.0,1.0
YYBC8DXV,worried measles disney blame low vaccination rates boston childrens hospital researcher,0.0,0.6666666666666666
PKQNDOUG,first ebola scarenow measlesim getting fool shot,-1.0,0.6666666666666666
NY9XZI3I,typhoid vaccine pills take trip killing majorsideeffects feelsosick,0.0,0.6666666666666666
OUU6P0L8,orgasm rt user sex regularly amazing things health boosting immunity,0.0,1.0
FD7P3EYP,user user user thats whole cdcwhistleblower case aboutfudging data showing link btwn autism amp mmr,-1.0,1.0
3XGI0VY9,sympathy parents dont vaccinate children,1.0,1.0
I7EDM6TL,aids n malaria vaccine children hiv,0.0,0.6666666666666666
5ES54ZFG,sounds encouraging tetravalent dengue vaccine safe effective latin american children,1.0,1.0
YONXWPO1,user california parents opting vaccinating kids via user nooooooo bad,1.0,1.0
LZY9MJA4,book promoting benefits ofyou guessed itmeasleshilarious reviews,1.0,0.6666666666666666
5SSYX7E6,okay jenny mccarthy vaccines poison sucking nicotine though electronic cigarette fine gotcha,1.0,1.0
VR95811W,vaccinating kids child endangerment plain simple children,1.0,1.0
0VD2B7ZS,vaccinations kids required lawhave mercury,-1.0,1.0
X6SOQYPO,50 buys 50 child vaccinations chimbote mission 130 covers home visits 10 630 pays hospital birth pittsburgh catholic,0.0,0.6666666666666666
JLW3AY7Z,user scared smallpox vaccine gave child add saved smallpox,1.0,1.0
9NNZQ2FF,people vaccinated measles urged avoid disneyland,0.0,0.6666666666666666
NCXIHJ8G,parents dont vaccinate children got feeling way,1.0,1.0
AIXAILS1,analog wearables aka braclets remindertech infant immunization dates,0.0,0.6666666666666666
KEXNAUV1,vaccines babies receive leaving hospital,1.0,0.6666666666666666
NW583ISC,hate post immunization baby every time sleeps cries feel like shes dreaming injection,0.0,0.6666666666666666
RY2YF9LR,manheim pa today low mileage cars trucks ceiling high mileage late model cars bids many 1000s behind mmr,0.0,0.6666666666666666
CAA43CSE,cdc responds admits omitting vaccine data,-1.0,1.0
GIGS057L,user user thing chicken pox vaccine kids like man 5 year old boy,0.0,0.6666666666666666
REHN9VZ3,want go disneyland also dont want measles,0.0,1.0
SQKWJMCC,insurance deny coverage suicide increased risk change rate unvax kids vaccineswork user,1.0,1.0
23WURZ6E,user user people recently measles many previously vaccinated,0.0,1.0
IY10ZK51,measles super bowl arrive az guess one im cover,0.0,0.6666666666666666
74P999OR,stop measlespanic measles child survived mumps chickenpox quit scaring people,0.0,0.6666666666666666
9Z4OYMNX,assault 27xx dort hwy flint mi via spotcrimecom shootingstabbing pd fd mmr rig os subject,0.0,1.0
EQB9W2I5,measels outbreak isnt mandatory vaccine receive infant parents get shit together,1.0,1.0
OYL51MZ0,user map shows spread measles linked disney land user,0.0,1.0
D63LS6BD,user pressure brainstem limits brain function vaccines certainly add malfunction well,-1.0,1.0
ULQZKESI,cdc flu vaccine 23 percent effective season,0.0,0.6666666666666666
G0N4619K,free flu shots nj clinic cape may county health department gave away free flu vaccines 140 people,1.0,0.6666666666666666
Q7MDQ8I9,user really person posts vaccines safe prove butnot 100 instead u mislead ppl,-1.0,1.0
2NJGTQES,92 year old grandma measles,0.0,1.0
RJLGSNS8,20 americans believe big bang 30 recognize evolution 51 know safe vaccinate im gonna go cry,1.0,1.0
AIH03G9B,stis risky behaviors dont increase hpv vaccination aka reason vaccinate check article,1.0,0.6666666666666666
37GAK632,theregistrationsocial jan 1214 58pm baltimore gallery download mmr 1031,0.0,0.6666666666666666
CCW2XUMM,people believe want believe makes sense j mellencamp vaccinate kids,1.0,1.0
248BX936,tuckered vet visit good health vaccinations done another year,1.0,1.0
MZJGTSFZ,know countries use smaller doses mmr us vaccines given children older 24 months,0.0,1.0
1ZF3CZGZ,bacterial translocation promoting immunity practiced forever moms wet nurses chewing food giving babies,0.0,0.6666666666666666
2869G0F7,user vaccine injury compensation programs cdcwhistleblower vaxtruth,-1.0,0.6666666666666666
C95EBZJU,waukesha girl die hpv vaccine august death 12yearold girl ruled unrelated,0.0,0.6666666666666666
C48CX8OK,learning truth behind myth vaccines representing user shermanpride,-1.0,0.6666666666666666
POKTC9VG,cdc lots adults getting vaccinations since series measles outbreaks recently captured nations,0.0,0.6666666666666666
N544C1DL,user time crazy lady tried stop kids getting vaccinated goodtimes,1.0,1.0
YUU4Z0WS,cannot go school today said little peggie ann mckay measles mumps gash rash purple bumps poetry lmao,0.0,0.6666666666666666
6M6M1MVH,cdc forced release documents showing knew vaccine preservative causes autism,-1.0,1.0
30X8OK8M,next time ebola outbreak government release measles vaccine tell everyone ebola vaccine liessavelives,1.0,1.0
ZEF757L5,flu clinic still going plenty vaccine hit staging area waben park get shot high school,1.0,1.0
O4DO251C,leave user make measles user morons mh370 cc user user user,0.0,1.0
YMB1CAY6,amnews experimental hiv vaccines increase risk infection 1983 margaret heckler,0.0,0.6666666666666666
9HXSOQA1,wont believe obama forcing public schools illegal aliens vaccinations,0.0,0.6666666666666666
JO184GS3,people homeschooled didnt vaccinations kids grow upampthey going work place immunized,0.0,0.6666666666666666
PYW9ZN2B,user way see one chance contracting child bc everyone else vaccinated,1.0,1.0
05MZI8J1,ama voted end personal belief exemptions vaccines huzzah,1.0,0.6666666666666666
YI5QW237,user didnt vaccinate child much truth,-1.0,1.0
VYWMAUOG,health officials encouraging public get flu vaccine early flu season horizon year,1.0,1.0
2VQNE3EC,user everyone making big deal want measles dont get vaccine dont get vaccine,0.0,0.6666666666666666
M67Z5Q0A,docs parents get kids vaccinated measles pediatricians 10 baltimorearea hospitals citys,1.0,1.0
F9W7KXTK,user like literally measles,0.0,1.0
XRE4HKC4,vaccines amp shit made kill us slowly surely get yall kids kind vaccines dont believe look,-1.0,1.0
GJCPRH8J,student visiting mass western europe diagnosed measles massachusetts health officials confirmed,0.0,1.0
7Y5GD87G,user user user ugh confusing tweet part dont measles,0.0,1.0
QLQ2MDL1,vaccinate ya fucking kids,1.0,1.0
A9GR9EQ4,never realized paralysis polio left effected bladder sad salks vaccine wouldnt come 30 yrs rooseveltspbs,0.0,0.6666666666666666
5QCWOL54,seth berkley points shocking statistic tonight 5 children receive recommended vaccines,1.0,0.6666666666666666
FLL71G8H,im murdering ranked games figures season oh well free mmr boost,0.0,1.0
8FNX4C5D,jab pay laws could send antivax parents underground search vaccinefree childcare,-1.0,0.3333333333333333
OU0GLQU1,break 4400 mmr streams hour,0.0,1.0
45CP42PH,dr nicole bates imagine global health policy system vaccineswork,1.0,1.0
RV2VNISO,search vaccine optout rates texas schools districts,-1.0,0.3333333333333333
AZ6XBLNX,user type people dont vaccinate kids work apple care,1.0,0.6666666666666666
ADCTJYQX,user california bart riders may exposed measles officials say user hope youre vaccinated,1.0,0.6666666666666666
RJOE6T02,bbc news nigeria polio vaccinators shot dead kano,0.0,0.6666666666666666
HM920I8B,user parents allowed choose whether vaccinate kids choice one didnt fine,1.0,0.6666666666666666
W8NYXFDO,5 children illinois day care diagnosed measles,0.0,1.0
8UKKISQA,ive seen vaccinations kids im different,-1.0,1.0
EA0QUZGL,measles outbreak central ohio might ending health officials cautiously optimistic measles,0.0,1.0
R80ZN8R8,user vaccinations caused autism anyways,1.0,0.6666666666666666
K4SBJW2W,crazy diseases happen cause mfk owns medical vaccine companies make hella money insurance people aint tryna doe hustle,-1.0,0.3333333333333333
MGCNCJR6,meanwhile disneyland disneyland funnystuff lmao measles mikeymouse minniemouse disney user,0.0,1.0
HZWTWJ7N,user user user mmr bbq last night,0.0,1.0
8SQNFOX7,user youre going get measles,0.0,1.0
B440BX0X,think risk autism vaccinesaresafe,1.0,0.6666666666666666
0COTS8JW,user complain tend live longer releasing tension increases immunity improves overall healthi complain lot,0.0,1.0
EH8OVPO8,delaware house passes 410 mental health study group consensus involving immunity provision 24hour detainments,0.0,1.0
VKLIL62M,user user user user lazy language meant mislead dare u say truth vaccines cause harm amp death,-1.0,1.0
SCX4XU6L,mmr carnival 40 3 yr old a1 year old ride rides learning church encourages tweeting shitty carnival priceless,0.0,1.0
V6FCB0WB,measles joins list infectionsflu colds amp others spread contact proper handwashing lowers risk gethealthhands,0.0,1.0
MZ24VM80,cdc 102 measles cases january stemming disney outbreak health officials say 102 people 14 states,0.0,1.0
JBV3A3KF,dear parents lied via user humanism autism vaccineswork,1.0,0.6666666666666666
2MZOCI0M,user dont worry said babies wont autistic long dont vaccinate much unpack,1.0,0.6666666666666666
P38AUGMZ,health center immunization oops painful cambridge school weston,1.0,1.0
FOTIE9MG,frustratingits hard see kid suffer something thats entirely preventable vaccinations marin,0.0,0.6666666666666666
2S7NLF0Y,body harmony offer vitamins minerals help hydration immunity,0.0,1.0
NSDGVDN7,user maybe woke measles,0.0,1.0
YOZ75TT5,choose fucking idiot vaccinate kids deserve get measles kids measlesoutbreak measles,1.0,1.0
OB9OWQHS,another study finds link mmr vaccine autism,1.0,1.0
7RLE2RU7,bet person exposed super bowl fans measles giants fan,0.0,1.0
9OTPD9LR,mmr,0.0,1.0
GGSPNTV6,user tough surgeon general ask vaccinated kids contracted measles measlesoutbreak,-1.0,0.3333333333333333
5G4WTO9D,health canada pulls distribution novartis flu vaccines,0.0,0.6666666666666666
BYYQBPB3,user remember kyrgyzstan pediatrician calling amp reminding babys vaccination schedule felt great,1.0,1.0
7A1IBEIB,forever parents vaccinating children,1.0,1.0
J4PU5WZI,shots vaccinations community health center central wyoming,1.0,0.6666666666666666
I4O3D66Y,user im going laugh hard measles,0.0,1.0
UT0YPXIC,user measles cases united states,0.0,0.6666666666666666
TVF7L6DN,need immunization records must take long health department,0.0,1.0
XQQKUEOX,measles outbreak grows 95 cases 10 cases bay area,0.0,1.0
FYQDLJLM,user nancy snyderman discuss measles immunization wouldntcouldnt stay quarantined emboliwho believes anything says,1.0,0.6666666666666666
7TVRBWCP,user tvs relationship autism caused vaccines weird cc user brian emmer,1.0,0.6666666666666666
8DX51X8B,little short light skin dude mmr kills curse,0.0,1.0
N228NGVS,theire read diseases syria hope assad nightmare end soon polio tb measles lieshmanisis amp many,0.0,1.0
L4QFMYOK,ran 4824 user help user vaccinate children worldwide everymilematters running makes everyone happy,1.0,1.0
EU7VG481,new user x user come manymenrecords mmr nothingbuthits link,0.0,1.0
ZJP9OLXH,damn antivaxxers rt user breaking five babies suburban chicago daycare center diagnosed measles chicago tribune,1.0,0.6666666666666666
JJLQCQ0V,officials measles tally doubled past month measles cases accelerating last five months,0.0,0.6666666666666666
A2UFFG2F,user disneyland measles tho,0.0,1.0
X5TWRTHE,user vaccine injury occurs degree say,1.0,0.6666666666666666
KX034WEQ,user people complain live longer releasing tension increases immunity improves overall health well good news,0.0,1.0
LU9JBXKU,user classic user measles media parents duped,0.0,0.6666666666666666
W48Z91DF,user user user emts greater risk catching measles get bola cautions,0.0,1.0
TN1UR9ZZ,wait mean another totally preventable disease spreading california losing herd immunity shocking,0.0,1.0
XPBFJJBT,user user user parents would longer able rely herd immunity protected children,1.0,1.0
RB5PQI1V,matter old get always scared blood extraction vaccination medicalexam,-1.0,1.0
9ZODJWXL,user really dont get antivax nonsense vaccinateyourchildren stopwiththestupid child save may,1.0,1.0
D9K58FB2,im getting really fucking tired hearing measles people,0.0,0.6666666666666666
T9390V8C,user streptococcus pyogenes cause mercury cause sars vaccine cause,-1.0,1.0
MWEL32IG,user stop vaccines kill injure thousands needlessly,-1.0,1.0
056Y26SH,listening user philosophical exemptions vaccines truly fear exemptions vaccineswork aap12,1.0,1.0
VS1DRSYT,alleged victim reviewing immunity paperwork resume testimony wo fear blackmail prosecution,0.0,1.0
AQ1628V7,worth proscience provaccination believe easter bunny conspiracy theories,1.0,1.0
1RPYJG4F,public health nurse agrees user unvaccinated people put everyone risk including vaccinated kids,1.0,1.0
PL60V1HD,metro health dept picking mosquito traps 2day amp taking 2 state lab 4 west nile virus testing remember 2 vaccinate horses,1.0,0.6666666666666666
689ZI3NQ,user told cuddy mmr manymenrecords wicked carlis lounge,0.0,1.0
I0ZZX7L9,health economist vaccine access delivery seattle washington united states user jobs,0.0,1.0
4DXPZAAZ,user 86 cases measles 2000 article bs find realnews checkfacts,0.0,0.6666666666666666
KC5WJWE2,gave adorable little asian kid piece chalk could draw chalkboard waiting immunizations ate,0.0,0.6666666666666666
ABK1JQDT,user arizona health officials monitoring 1000 people may measles tom brady,0.0,1.0
RRZ5F51F,user consquences like kids disney whatever getting sick adults vaccinating themeselvesthere children,1.0,1.0
7T36YO61,user measles rises doctors drop antivaccine parents including ms jenny ihope,1.0,0.6666666666666666
1A2PIZVE,user lots misinformation vaccine still mercury compound preservative flu shots 12,0.0,0.6666666666666666
JNGE9PW9,yall start thinkin crazy vaccination shot chicken pox measles shit,0.0,0.6666666666666666
RD5ZQD87,user health center mumps vaccine yesterday,1.0,1.0
7QCAAH3K,parents opting vaccinate kids kids opting get sick seriously vaccinate,1.0,0.6666666666666666
W2AMJ8V0,kidding user vaccinate children rt user breaking least 8 confirmed measles cases bay area,1.0,0.6666666666666666
1FHHAN1M,user agreed user educate needed vaccines make sure imm record available getting sports physical,1.0,0.6666666666666666
9WK8QL3N,sooo theres measles vista,0.0,1.0
XZW9GIT0,must admit survey vaccinations children age 3 whatever smallvictories cpsnext,0.0,1.0
NIETWZ1X,disneyland measles outbreak ducks players go,0.0,1.0
DKEFDE3K,vaccines dont deliver invest health systems argues user,1.0,0.6666666666666666
ES9FU8U7,removing age restrictions rotavirus vaccination benefitrisk modeling analysis,0.0,1.0
AFK6GS1U,user ppl risk measles unvaccinated kids ebola dont look far population control,1.0,1.0
1JP9A3RK,prosecutor ken ervin want know recklessly killing individual fell scope federal immunity,0.0,1.0
ZIQKEDR1,mchd back school event tomorrow parking lot catch kids immunizations sports physicals amp get free school supplies 83012pm,1.0,1.0
I58O9S1Z,time make vaccinations mandatory theres many stupid people trying bring back eradicated diseases,1.0,1.0
